1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,,,,,,,,,,,,,,,,,,,1511.9,1684.1,1647.2,1488,1338.7,1265.5,1291.7,1349.8,1335.7,1316.2,1283.6,1232.2,1252.1,1168.4,1099.7,1042.1,987,945,919,863.2,770.4,728.8,741.8,747,741,730.3,726.9,733.1,726.1,733,717.7,701,701.3,672.2,610.5,537.2,494.7,468.9,429.7,378,340.5,314.2,270.9,269.8
