1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,,,,,,,,,,,,,,,,,,,2999.1,3167,3135.3,3083.1,2871.3,2795.2,2911.2,3022.1,3095.4,3151.7,3189.6,3185.1,3229.1,3103.6,3033.9,3026.9,3043.2,2980.3,2891.8,2729.5,2550.7,2477.3,2485.7,2450.7,2416.5,2362.3,2287.8,2213.2,2185.4,2166.1,2064.5,2005.8,1974.1,1965.4,1901.9,1821.5,1783.6,1745.4,1695.5,1601.6,1569.2,1398,1305.5,1401.9
