1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,,,,,,,,,,,,,,,,,,,34.7,36.8,36,34,33.8,35.7,36.8,38.1,37.6,37.8,38.3,41.1,42.3,42.8,41.1,39.3,37.1,36.3,35.9,34.5,32.8,32,31.8,33.1,32.3,32.4,31.8,31.6,30.6,29.8,29.1,27.7,27,27.1,25.9,26.6,28.4,30,,,,,,
