1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022

,,,,,,,,,,,,,,,,,,,286,298.5,289.3,289,279.4,290.6,304,347.4,352.9,372.2,385.6,422.9,433.4,441.9,440.5,427.6,418.3,391,382.1,361.4,334.3,324,318.6,309.5,295.4,288.6,290.8,292,287.2,277.5,264.7,252.8,241.5,242.8,229.6,229.2,238.1,248.3,249.2,248.2,250.4,279.7,272.2,268.2

