1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,,,,,,,,,,,,,,,,,,,505.6,502.2,474.1,458.6,431.1,437.7,463.5,509.8,531.9,586.1,634,655.8,659,631.6,606.3,591.3,560.3,525.7,505.7,459.9,422.5,412.2,430.5,432.9,433.7,421.5,416.8,400.2,364.9,315.4,259.2,239.1,230,230.4,221.3,215.4,222.2,237.3,237.7,230.2,220.8,246,255.9,282.7
